Date,Session,Game Number,Script,Result,PlayerCount,,Session,Game Number,Player,Role,Notes,Alignment Switch,,Session,Game Number,Phase,Player,Action,Target,Note,,Session,Game Number,Vote Number,Player,Target,Total Votes,On the Block,Executed,,Session,Game Number,Vote Number,Player,Voted,Dead,Dead Vote Used
19/06/2022,17,2,Bad Moon Rising,Good,10,,17,2,Piranha,ST,,,,17,2,N1,Jordan,Demon Information,Standard,,,17,2,1,Jordan,Weaver,4,FALSE,FALSE,,17,2,1,Tim,TRUE,FALSE,FALSE
,,,,,,,17,2,Alejo,ST,,,,17,2,N1,Tim,Minion Information,Standard,,,17,2,2,Weaver,Jordan,4,FALSE,FALSE,,17,2,1,Tanfana,FALSE,FALSE,FALSE
,,,,,,,17,2,Jordan,Pukka,,FALSE,,17,2,N1,Weaver,Minion Information,Standard,,,17,2,3,Tim,Tanfana,3,FALSE,FALSE,,17,2,1,Planck,FALSE,FALSE,FALSE
,,,,,,,17,2,Jon,Chambermaid,,FALSE,,17,2,N1,Jordan,Pukka Poison,Stephen,,,17,2,4,Tanfana,Tim,2,FALSE,FALSE,,17,2,1,Jordan,FALSE,FALSE,FALSE
,,,,,,,17,2,Permzilla,Tea Lady,,FALSE,,17,2,N1,Stephen,Poisoned,,,,17,2,5,Stephen,Stephen,7,TRUE,TRUE,,17,2,1,Jon,TRUE,FALSE,FALSE
,,,,,,,17,2,Stephen,Grandmother,,FALSE,,17,2,N1,Dice,Courtier Pick,Pukka,,,17,2,6,Jon,Jordan,2,FALSE,FALSE,,17,2,1,Permzilla,TRUE,FALSE,FALSE
,,,,,,,17,2,Dice,Courtier,,FALSE,,17,2,N1,Jordan,Drunked,,,,17,2,7,Jordan,Jon,5,TRUE,TRUE,,17,2,1,Stephen,FALSE,FALSE,FALSE
,,,,,,,17,2,Lycan,Exorcist,,FALSE,,17,2,N1,Stephen,Healthy,,,,17,2,8,Weaver,Stephen,4,FALSE,FALSE,,17,2,1,Dice,FALSE,FALSE,FALSE
,,,,,,,17,2,Weaver,Godfather,,FALSE,,17,2,N1,Weaver,Godfather Information,Goon,,,17,2,9,Permzilla,Tanfana,4,FALSE,FALSE,,17,2,1,Lycan,TRUE,FALSE,FALSE
,,,,,,,17,2,Tim,Mastermind,,FALSE,,17,2,N1,Stephen,Grandmother Information,Planck|Gossip,,,17,2,10,Jordan,Jon,3,FALSE,FALSE,,17,2,1,Weaver,FALSE,FALSE,FALSE
,,,,,,,17,2,Tanfana,Goon,,FALSE,,17,2,N1,Jon,Chambermaid Choice,Jordan|Permzilla|1,,,17,2,11,Lycan,Weaver,5,TRUE,FALSE,,17,2,2,Jon,TRUE,FALSE,FALSE
,,,,,,,17,2,Planck,Gossip,,FALSE,,17,2,D1,Planck,Gossip,There is a godfather in play,,,17,2,12,Tim,Jordan,6,TRUE,TRUE,,17,2,2,Permzilla,TRUE,FALSE,FALSE
,,,,,,,17,2,Bluff,Gambler,,,,17,2,D1,Jordan,Nomination,Weaver,V1,,17,2,13,Jon,Tim,3,FALSE,FALSE,,17,2,2,Stephen,FALSE,FALSE,FALSE
,,,,,,,17,2,Bluff,Innkeeper,,,,17,2,D1,Weaver,Nomination,Jordan,V2,,17,2,14,Weaver,Lycan,3,FALSE,FALSE,,17,2,2,Dice,FALSE,FALSE,FALSE
,,,,,,,17,2,Bluff,Minstrel,,,,17,2,D1,Tim,Nomination,Tanfana,V3,,17,2,15,Jon,Jordan,5,TRUE,TRUE,,17,2,2,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,D1,Tanfana,Nomination,Tim,V4,,17,2,16,Tim,Lycan,2,FALSE,FALSE,,17,2,2,Weaver,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,D1,Stephen,Nomination,Stephen,V5,,17,2,17,Weaver,Tanfana,2,FALSE,FALSE,,17,2,2,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,D1,Stephen,Executed,,Protected,,,,,,,,,,,17,2,2,Tanfana,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,N2,Lycan,Exorcist Pick,Jordan,,,,,,,,,,,,17,2,2,Planck,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,N2,Dice,Gossip Kill,,,,,,,,,,,,,17,2,2,Jordan,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,17,2,N2,Jordan,Healthy,,,,,,,,,,,,,17,2,3,Planck,FALSE,FALSE,FALSE
