Date,Session,Game Number,Script,Result,PlayerCount,,Session,Game Number,Player,Role,Notes,Alignment Switch,,Session,Game Number,Phase,Player,Action,Target,Note,,Session,Game Number,Vote Number,Player,Target,Total Votes,On the Block,Executed,,Session,Game Number,Vote Number,Player,Voted,Dead,Dead Vote Used
20/03/2022,5,5,Trouble Brewing,Good,7,,5,5,Alejo,ST,,,,5,5,N1,Sam,Fortune Teller Information,Dice|Jordan|Yes,,,5,5,1,Dice,Dice,6,TRUE,TRUE,,5,5,1,Tim,TRUE,FALSE,FALSE
,,,,,,,5,5,Jon,Scarlet Woman,,FALSE,,5,5,N1,Dice,Washerwoman Information,Weaver|Jordan|Ravenkeeper,,,5,5,2,Tim,Jordan,4,TRUE,FALSE,,5,5,1,Lycan,TRUE,FALSE,FALSE
,,,,,,,5,5,Jordan,Slayer,,FALSE,,5,5,D1,Dice,Nomination,Dice,V1,,5,5,3,Lycan,Jon,4,FALSE,FALSE,,5,5,1,Weaver,TRUE,FALSE,FALSE
,,,,,,,5,5,Sam,Fortune Teller,,FALSE,,5,5,N2,Tim,Demon Kill,Sam,,,5,5,4,Jon,Lycan,1,FALSE,FALSE,,5,5,1,Jon,FALSE,FALSE,FALSE
,,,,,,,5,5,Dice,Washerwoman,,FALSE,,5,5,D2,Tim,Nomination,Jordan,V2,,5,5,5,Weaver,Jon,3,TRUE,TRUE,,5,5,1,Jordan,TRUE,FALSE,FALSE
,,,,,,,5,5,Tim,Imp,,FALSE,,5,5,D2,Jordan,Slayer Shot,Tim,,,,,,,,,,,,5,5,1,Sam,TRUE,FALSE,FALSE
,,,,,,,5,5,Lycan,Mayor,,FALSE,,5,5,D2,Tim,Killed,,Slayer Kill,,,,,,,,,,,5,5,1,Dice,TRUE,FALSE,FALSE
,,,,,,,5,5,Weaver,Ravenkeeper,,FALSE,,5,5,D2,Lycan,Nomination,Jon,V3,,,,,,,,,,,5,5,2,Sam,FALSE,TRUE,FALSE
,,,,,,,5,5,Bluff,Empath,,,,5,5,N3,Jon,Role Change,Imp,,,,,,,,,,,,5,5,2,Dice,TRUE,TRUE,FALSE
,,,,,,,5,5,Bluff,Virgin,,,,5,5,N3,Jon,Demon Kill,Jordan,,,,,,,,,,,,5,5,2,Tim,TRUE,FALSE,FALSE
,,,,,,,5,5,Bluff,Soldier,,,,5,5,D3,Jon,Nomination,Lycan,V4,,,,,,,,,,,5,5,2,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,5,5,D3,Weaver,Nomination,Jon,V5,,,,,,,,,,,5,5,2,Weaver,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,5,5,D3,,Game End,,Demon Executed,,,,,,,,,,,5,5,2,Jon,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,Jordan,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Jordan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Sam,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Dice,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Tim,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Weaver,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,Jon,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Weaver,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Jon,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Jordan,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Sam,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Dice,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Tim,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,Lycan,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Jordan,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Sam,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Dice,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Tim,TRUE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Weaver,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,Jon,TRUE,FALSE,FALSE
