Date,Session,Game Number,Script,Result,PlayerCount,,Session,Game Number,Player,Role,Notes,Alignment Switch,,Session,Game Number,Phase,Player,Action,Target,Note,,Session,Game Number,Vote Number,Player,Target,Total Votes,On the Block,Executed,,Session,Game Number,Vote Number,Player,Voted,Dead,Dead Vote Used
12/06/2022,16,2,Intersecting Realities,Good,12,,16,2,Alejo,ST,,,,16,2,N1,Tim,Minion Information,Poppy Grower,,,16,2,1,Piranha,Sam,3,FALSE,FALSE,,16,2,1,Shaun,TRUE,FALSE,FALSE
,,,,,,,16,2,Tanfana,Seamstress,,FALSE,,16,2,N1,Tim,Poisoner Pick,Sam,,,16,2,2,Jon,Piranha,5,TRUE,FALSE,,16,2,1,Jon,TRUE,FALSE,FALSE
,,,,,,,16,2,Frosty,Pixie,,FALSE,,16,2,N1,Sam,Poisoned,,,,16,2,3,Jordan,Jon,3,FALSE,FALSE,,16,2,1,Tanfana,FALSE,TRUE,FALSE
,,,,,,,16,2,Lycan,Mutant,,FALSE,,16,2,N1,Piranha,Minion Information,Poppy Grower,,,16,2,4,Weaver,Weaver,7,TRUE,TRUE,,16,2,1,Frosty,FALSE,FALSE,FALSE
,,,,,,,16,2,Electra,Huntsman,,FALSE,,16,2,N1,Jordan,Minion Information,Poppy Grower,,,16,2,5,Lyra,Tim,4,TRUE,TRUE,,16,2,1,Lycan,TRUE,TRUE,FALSE
,,,,,,,16,2,Lyra,Town Crier,,FALSE,,16,2,N1,Piranha,Holds Lil' Monsta,,,,16,2,6,Frosty,Sam,2,FALSE,FALSE,,16,2,1,Electra,FALSE,FALSE,FALSE
,,,,,,,16,2,Tim,Poisoner,,FALSE,,16,2,N1,Jordan,Cerenovus Madness,Electra|Damsel,,,16,2,7,Piranha,Frosty,2,FALSE,FALSE,,16,2,1,Lyra,FALSE,FALSE,FALSE
,,,,,,,16,2,Weaver,Drunk,Farmer,FALSE,,16,2,N1,Electra,Huntsman Pick,Sam,,,16,2,8,Tim,Lyra,2,FALSE,FALSE,,16,2,1,Tim,FALSE,FALSE,FALSE
,,,,,,,16,2,Piranha,Goblin,,FALSE,,16,2,N1,Sam,Role Change,Amnesiac,,,16,2,9,Sam,Jordan,3,TRUE,FALSE,,16,2,1,Weaver,FALSE,FALSE,FALSE
,,,,,,,16,2,Jordan,Cerenovus,,FALSE,,16,2,N1,Sam,Amnesiac Ability,Each Night choose a player. You learn if they neighbour a non townsfolk player,,,16,2,10,Piranha,Sam,4,TRUE,TRUE,,16,2,1,Piranha,FALSE,FALSE,FALSE
,,,,,,,16,2,Sam,Damsel,,FALSE,,16,2,N1,Sam,Amnesiac Action - Select 1 player with response,Jordan|No,,,16,2,11,Shaun,Lycan,1,FALSE,FALSE,,16,2,1,Jordan,FALSE,FALSE,FALSE
,,,,,,,16,2,Shaun,Poppy Grower,,FALSE,,16,2,N1,Frosty,Pixie Information,Cannibal,,,16,2,12,Piranha,Piranha,7,TRUE,TRUE,,16,2,1,Sam,FALSE,FALSE,FALSE
,,,,,,,16,2,Jon,Cannibal,,FALSE,,16,2,N1,Tanfana,Seamstress Pick,Jon|Frosty|Yes,,,,,,,,,,,,16,2,2,Jordan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D1,Sam,Amnesiac Question,Do I learn if they are the same alignment as me?,Cold,,,,,,,,,,,16,2,2,Sam,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D1,Lycan,Executed,,Mutant,,,,,,,,,,,16,2,2,Shaun,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Tim,Poisoner Pick,Lyra,,,,,,,,,,,,16,2,2,Jon,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Lyra,Poisoned,,,,,,,,,,,,,16,2,2,Tanfana,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,16,2,N2,Sam,Healthy,,,,,,,,,,,,,16,2,2,Frosty,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Jordan,Cerenovus Madness,Piranha|Goblin,,,,,,,,,,,,16,2,2,Lycan,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,16,2,N2,Jon,Cannibal Ability,Mutant,,,,,,,,,,,,16,2,2,Electra,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Tim,Holds Lil' Monsta,,,,,,,,,,,,,16,2,2,Lyra,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Sam,Amnesiac Action - Select 1 player with response,Piranha|Yes,,,,,,,,,,,,16,2,2,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,Lyra,Town Crier Information,No,,,,,,,,,,,,16,2,2,Weaver,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N2,,Demon Kill,Tanfana,Lil' Monsta,,,,,,,,,,,16,2,2,Piranha,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D2,Sam,Amnesiac Question,Do I learn whether the player selected is next to an evil player?,Very warm,,,,,,,,,,,16,2,3,Tanfana,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,16,2,D2,Piranha,Nomination,Sam,V1,,,,,,,,,,,16,2,3,Frosty,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D2,Jon,Nomination,Piranha,V2,,,,,,,,,,,16,2,3,Lycan,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,16,2,D2,Jordan,Nomination,Jon,V3,,,,,,,,,,,16,2,3,Electra,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D2,Weaver,Nomination,Weaver,V4,,,,,,,,,,,16,2,3,Lyra,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D2,Piranha,Damsel Guess,Sam,,,,,,,,,,,,16,2,3,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D2,Weaver,Executed,,,,,,,,,,,,,16,2,3,Weaver,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Tim,Poisoner Pick,Sam,,,,,,,,,,,,16,2,3,Piranha,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Lyra,Healthy,,,,,,,,,,,,,16,2,3,Jordan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Sam,Poisoned,,,,,,,,,,,,,16,2,3,Sam,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Piranha,Holds Lil' Monsta,,,,,,,,,,,,,16,2,3,Shaun,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Jordan,Cerenovus Madness,Piranha|Damsel,,,,,,,,,,,,16,2,3,Jon,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Sam,Amnesiac Action - Select 1 player with response,Tim|Yes,,,,,,,,,,,,16,2,4,Piranha,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Jon,Cannibal Ability,Drunk,,,,,,,,,,,,16,2,4,Jordan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Lyra,Town Crier Information,Yes,,,,,,,,,,,,16,2,4,Sam,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,,Demon Kill,Jon,Lil' Monsta,,,,,,,,,,,16,2,4,Shaun,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Frosty,Pixie Ability,Cannibal,,,,,,,,,,,,16,2,4,Jon,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N3,Frosty,Cannibal Ability,Drunk,,,,,,,,,,,,16,2,4,Tanfana,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,16,2,D3,Sam,Amnesiac Question,Is my ability each night choose a player and learn if they are a minion?,Luke Warm,,,,,,,,,,,16,2,4,Frosty,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D3,Lyra,Nomination,Tim,V5,,,,,,,,,,,16,2,4,Lycan,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,16,2,D3,Frosty,Nomination,Sam,V6,,,,,,,,,,,16,2,4,Electra,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D3,Piranha,Nomination,Frosty,V7,,,,,,,,,,,16,2,4,Lyra,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D3,Tim,Nomination,Lyra,V8,,,,,,,,,,,16,2,4,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,D3,Tim,Executed,,,,,,,,,,,,,16,2,4,Weaver,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N4,Sam,Healthy,,,,,,,,,,,,,16,2,5,Weaver,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,16,2,N4,Piranha,Holds Lil' Monsta,,,,,,,,,,,,,16,2,5,Piranha,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,16,2,N4,Jordan,Cerenovus Madness,Sam|Politician,,,,,,,,,,,,16,2,5,Jordan,FALSE,FALSE,FALSE
