Date,Session,Game Number,Script,Result,PlayerCount,,Session,Game Number,Player,Role,Notes,Alignment Switch,,Session,Game Number,Phase,Player,Action,Target,Note,,Session,Game Number,Vote Number,Player,Target,Total Votes,On the Block,Executed,,Session,Game Number,Vote Number,Player,Voted,Dead,Dead Vote Used
07/03/2022,3,4,Trouble Brewing,Evil,7,,3,4,Alejo,ST,,,,3,4,N1,Sam,Role Information,0,,,3,4,1,Piranha,Tim,2,FALSE,FALSE,,3,4,1,Piranha,TRUE,FALSE,FALSE
,,,,,,,3,4,Tim,Baron,,FALSE,,3,4,N1,Piranha,Role Information,1,,,3,4,2,Sam,Weaver,4,TRUE,TRUE,,3,4,1,Weaver,FALSE,FALSE,FALSE
,,,,,,,3,4,Piranha,Empath,,FALSE,,3,4,D1,Piranha,Nomination,Tim,V1,,3,4,3,Tim,Lycan,2,FALSE,FALSE,,3,4,1,Lycan,FALSE,FALSE,FALSE
,,,,,,,3,4,Weaver,Virgin,,FALSE,,3,4,D1,Sam,Nomination,Weaver,V2,,3,4,4,Sam,Lycan,4,TRUE,TRUE,,3,4,1,Sam,FALSE,FALSE,FALSE
,,,,,,,3,4,Lycan,Recluse,,FALSE,,3,4,D1,Tim,Nomination,Lycan,V3,,3,4,5,Lycan,Dice,0,FALSE,FALSE,,3,4,1,Frosty,TRUE,FALSE,FALSE
,,,,,,,3,4,Sam,Drunk,Librarian,FALSE,,3,4,D1,Weaver,Executed,,,,3,4,6,Dice,Tim,1,FALSE,FALSE,,3,4,1,Dice,FALSE,FALSE,FALSE
,,,,,,,3,4,Frosty,Monk,,FALSE,,3,4,N2,Frosty,Monk Protect,Tim,,,3,4,7,Sam,Dice,2,TRUE,FALSE,,3,4,1,Tim,FALSE,FALSE,FALSE
,,,,,,,3,4,Dice,Imp,,FALSE,,3,4,N2,Dice,Demon Kill,Frosty,,,3,4,8,Tim,Sam,6,TRUE,TRUE,,3,4,2,Lycan,FALSE,FALSE,FALSE
,,,,,,,3,4,Bluff,Fortune Teller,,,,3,4,N2,Piranha,Role Information,1,,,,,,,,,,,,3,4,2,Sam,FALSE,FALSE,FALSE
,,,,,,,3,4,Bluff,Investigator,,,,3,4,D2,Sam,Nomination,Lycan,V4,,,,,,,,,,,3,4,2,Frosty,TRUE,FALSE,FALSE
,,,,,,,3,4,Bluff,Ravenkeeper,,,,3,4,D2,Lycan,Nomination,Dice,V5,,,,,,,,,,,3,4,2,Dice,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,D2,Lycan,Executed,,,,,,,,,,,,,3,4,2,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,N3,Dice,Demon Kill,Piranha,,,,,,,,,,,,3,4,2,Piranha,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,D3,Dice,Nomination,Tim,V6,,,,,,,,,,,3,4,2,Weaver,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,D3,Sam,Nomination,Dice,V7,,,,,,,,,,,3,4,3,Sam,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,D3,Tim,Nomination,Sam,V8,,,,,,,,,,,3,4,3,Frosty,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,3,4,D3,,Game End,,Two Living Players,,,,,,,,,,,3,4,3,Dice,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,Tim,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,Piranha,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,Weaver,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Sam,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Frosty,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Dice,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Tim,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Piranha,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Weaver,FALSE,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,Lycan,TRUE,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,Tim,FALSE,FALSE,FALSE
